Type,Date,Set Time,Title,Amount,Currency,Exchange Rate,Category Group Name,Category,Account,Notes,Labels,Status
Transfer,2020-06-29 12:04:02,12:04,Transfer,-32.47,EUR,1.0000000000,(Transfer),(Transfer),Savings,,,Reconciled
Transfer,2020-06-29 12:04:02,12:04,Transfer,32.47,EUR,1.0000000000,(Transfer),(Transfer),ActivoBank,,,Reconciled
Expense,2020-06-27 19:05:29,19:05,Groceries split,5.58,EUR,1.0000000000,Food,Groceries,Splitwise,,,Reconciled
Expense,2020-06-27 19:04:44,19:04,Groceries,-11.15,EUR,1.0000000000,Food,Groceries,ticket,,,Reconciled
Expense,2020-06-27 18:28:06,18:28,Coffee,7.75,EUR,1.0000000000,Food,Coffee,Splitwise,,,Reconciled
Expense,2020-06-27 17:14:27,17:14,Ikea,-37.38,EUR,1.0000000000,Housing,Furniture,Splitwise,,,Reconciled
Expense,2020-06-27 13:12:23,13:12,Coffee,-15.50,EUR,1.0000000000,Food,Coffee,Cash,,,Reconciled
Income,2020-06-26 20:12:57,20:12,Capital Gains/Dividends,-151.00,EUR,1.0000000000,Investments,Capital Gains,Degiro,,,Reconciled
Expense,2020-06-26 16:19:34,16:19,Saddle,-107.38,EUR,1.0000000000,Transportation,Bicycle,Boost,Selle SMP VT30C ,,Reconciled
Transfer,2020-06-26 16:14:01,16:14,Transfer,-107.98,EUR,1.0000000000,(Transfer),(Transfer),ActivoBank,,,Reconciled
Transfer,2020-06-26 16:14:01,16:14,Transfer,107.98,EUR,1.0000000000,(Transfer),(Transfer),Boost,,,Reconciled
Transfer,2020-06-26 16:13:27,16:13,Transfer,-107.98,EUR,1.0000000000,(Transfer),(Transfer),Savings,,,Reconciled
Transfer,2020-06-26 16:13:27,16:13,Transfer,107.98,EUR,1.0000000000,(Transfer),(Transfer),ActivoBank,,,Reconciled
Income,2020-06-25 13:37:16,13:37,Pension fund,35.40,EUR,1.0000000000,Employer,Salary,PPR,,,Reconciled
Expense,2020-06-25 11:14:47,11:14,Building administration,-360.00,EUR,1.0000000000,Housing,Building Administration,ActivoBank,,,Reconciled
Income,2020-06-25 10:38:47,10:38,Salary,990.37,EUR,1.0000000000,Employer,Salary,ActivoBank,,,Reconciled
Transfer,2020-06-25 10:00:55,10:00,Degiro,-250.00,EUR,1.0000000000,(Transfer),(Transfer),ActivoBank,,,Reconciled
Transfer,2020-06-25 10:00:55,10:00,Degiro,250.00,EUR,1.0000000000,(Transfer),(Transfer),Degiro,,,Reconciled
Expense,2020-06-25 10:00:14,10:00,Mortgage,-250.00,EUR,1.0000000000,Housing,Mortgage,ActivoBank,,,Reconciled
Expense,2020-06-25 08:05:22,08:05,Adjustment,-0.01,EUR,1.0000000000,Others,Others,Splitwise,Account Adjustment,,Reconciled
Income,2020-06-25 08:04:19,08:04,Salary,157.50,EUR,1.0000000000,Employer,Salary,ticket,,,Reconciled
Transfer,2020-06-25 07:00:42,07:00,Savings,-75.00,EUR,1.0000000000,(Transfer),(Transfer),ActivoBank,,,Reconciled
Transfer,2020-06-25 07:00:42,07:00,Savings,75.00,EUR,1.0000000000,(Transfer),(Transfer),Savings,,,Reconciled
Transfer,2020-06-25 07:00:22,07:00,Annual expenses,-82.00,EUR,1.0000000000,(Transfer),(Transfer),ActivoBank,,,Reconciled
Transfer,2020-06-25 07:00:22,07:00,Annual expenses,82.00,EUR,1.0000000000,(Transfer),(Transfer),Irregular Expenses,,,Reconciled
Expense,2020-06-24 20:07:14,20:07,Groceries,48.25,EUR,1.0000000000,Food,Groceries,Splitwise,,,Reconciled
Expense,2020-06-24 20:02:15,20:02,Groceries,-96.50,EUR,1.0000000000,Food,Groceries,ticket,,,Reconciled
Expense,2020-06-23 20:59:45,20:59,Eating out,7.32,EUR,1.0000000000,Food,Eating out,Splitwise,,,Reconciled
Expense,2020-06-23 20:59:23,20:59,Eating out,-14.65,EUR,1.0000000000,Food,Eating out,ActivoBank,,,Reconciled
Transfer,2020-06-22 15:34:41,15:34,Transfer,-75.41,EUR,1.0000000000,(Transfer),(Transfer),ActivoBank,,,Reconciled
Transfer,2020-06-22 15:34:41,15:34,Transfer,75.41,EUR,1.0000000000,(Transfer),(Transfer),Boost,,,Reconciled
Income,2020-06-22 12:53:19,12:53,Interest,0.34,EUR,1.0000000000,Investments,Interest,Mintos,,,Reconciled
Income,2020-06-22 09:15:30,09:15,Capital Gains/Dividends,121.00,EUR,1.0000000000,Investments,Capital Gains,Degiro,,,Reconciled
Expense,2020-06-22 09:08:58,09:08,Pizza,-10.00,EUR,1.0000000000,Food,Eating out,Splitwise,,,Reconciled
Expense,2020-06-22 09:07:43,09:07,U-lock,-75.41,EUR,1.0000000000,Transportation,Bicycle,Boost,Abus 540,,Reconciled
Expense,2020-06-22 09:07:33,09:07,SMAS,4.65,EUR,1.0000000000,Housing,Water,Splitwise,,,Reconciled
Expense,2020-06-22 09:06:54,09:06,SMAS,-9.30,EUR,1.0000000000,Housing,Water,ActivoBank,,,Reconciled
Expense,2020-06-22 09:06:12,09:06,Appointment,-55.00,EUR,1.0000000000,Health,Appointments,ActivoBank,,,Reconciled
Expense,2020-06-19 17:00:53,17:00,Groceries,2.37,EUR,1.0000000000,Food,Groceries,Splitwise,,,Reconciled
Expense,2020-06-19 11:49:38,11:49,App,-5.00,EUR,1.0000000000,Personal,Personal Gifts,Boost,Fairemail,,Reconciled
Transfer,2020-06-19 11:43:55,11:43,Transfer,-5.00,EUR,1.0000000000,(Transfer),(Transfer),ActivoBank,,,Reconciled
Transfer,2020-06-19 11:43:55,11:43,Transfer,5.00,EUR,1.0000000000,(Transfer),(Transfer),Boost,,,Reconciled
Expense,2020-06-17 16:12:00,16:12,Pizza,-9.75,EUR,1.0000000000,Food,Eating out,Splitwise,,,Reconciled
Expense,2020-06-17 08:53:44,08:53,Appointment,-55.00,EUR,1.0000000000,Health,Appointments,ActivoBank,,,Reconciled
Income,2020-06-16 18:46:17,18:46,Interest,0.06,EUR,1.0000000000,Investments,Interest,Mintos,,,Reconciled
Income,2020-06-16 18:43:51,18:43,Capital Gains/Dividends,137.42,EUR,1.0000000000,Investments,Capital Gains,Degiro,,,Reconciled
Transfer,2020-06-16 07:00:54,07:00,Netflix,-14.00,EUR,1.0000000000,(Transfer),(Transfer),ActivoBank,,,Reconciled
Transfer,2020-06-16 07:00:54,07:00,Netflix,14.00,EUR,1.0000000000,(Transfer),(Transfer),Boost,,,Reconciled
Expense,2020-06-16 07:00:28,07:00,Netflix,-13.99,EUR,1.0000000000,Entertainment,Netflix,Boost,,,Reconciled
Expense,2020-06-15 10:00:58,10:00,Internet,-15.00,EUR,1.0000000000,Personal,Internet & Phone,ActivoBank,,,Reconciled
Expense,2020-06-14 18:21:51,18:21,Groceries,-4.73,EUR,1.0000000000,Food,Groceries,ticket,,,Reconciled
Expense,2020-06-14 18:18:37,18:18,Eating out,-7.10,EUR,1.0000000000,Food,Eating out,ticket,,,Reconciled
Expense,2020-06-13 22:10:50,22:10,Groceries,-2.50,EUR,1.0000000000,Food,Groceries,Cash,,,Reconciled
Transfer,2020-06-13 21:02:59,21:02,Transfer,-10.00,EUR,1.0000000000,(Transfer),(Transfer),ActivoBank,,,Reconciled
Transfer,2020-06-13 21:02:59,21:02,Transfer,10.00,EUR,1.0000000000,(Transfer),(Transfer),Cash,,,Reconciled
Expense,2020-06-13 21:02:49,21:02,Groceries,-11.41,EUR,1.0000000000,Food,Groceries,ActivoBank,,,Reconciled
Expense,2020-06-13 10:29:47,10:29,Pizza,7.00,EUR,1.0000000000,Food,Eating out,Splitwise,,,Reconciled
Expense,2020-06-13 10:29:37,10:29,Pizza,-14.00,EUR,1.0000000000,Food,Eating out,ActivoBank,,,Reconciled
Expense,2020-06-12 19:06:32,19:06,Fuel,-18.17,EUR,1.0000000000,Transportation,Fuel,ActivoBank,,,Reconciled
Income,2020-06-11 17:18:18,17:18,Interest,0.09,EUR,1.0000000000,Investments,Interest,Mintos,,,Reconciled
Expense,2020-06-11 08:41:58,08:41,Coffee,-1.10,EUR,1.0000000000,Food,Coffee,ActivoBank,,,Reconciled
Income,2020-06-10 21:00:53,21:00,Gifts,100.00,EUR,1.0000000000,Others,Gifts,ActivoBank,,,Reconciled
Expense,2020-06-10 21:00:07,21:00,Eating out,14.58,EUR,1.0000000000,Food,Eating out,Splitwise,,,Reconciled
Expense,2020-06-10 20:59:53,20:59,Eating out,-29.15,EUR,1.0000000000,Food,Eating out,ActivoBank,,,Reconciled
Expense,2020-06-10 20:10:53,20:10,Electricity,-43.15,EUR,1.0000000000,Housing,Electricity,ActivoBank,,,Reconciled
Expense,2020-06-09 14:25:16,14:25,Eating out,-4.49,EUR,1.0000000000,Food,Eating out,ActivoBank,,,Reconciled
Expense,2020-06-06 17:52:43,17:52,Groceries,-4.95,EUR,1.0000000000,Food,Groceries,ticket,,,Reconciled
Expense,2020-06-06 16:38:40,16:38,Furniture,-6.04,EUR,1.0000000000,Housing,Furniture,ActivoBank,,,Reconciled
Expense,2020-06-05 11:40:55,11:40,Appointment,-55.00,EUR,1.0000000000,Health,Appointments,ActivoBank,,,Reconciled
Expense,2020-06-05 11:39:11,11:39,Blades,-30.59,EUR,1.0000000000,Personal,Barber,Boost,,,Reconciled
Transfer,2020-06-05 11:38:48,11:38,Transfer,-28.00,EUR,1.0000000000,(Transfer),(Transfer),ActivoBank,,,Reconciled
Transfer,2020-06-05 11:38:48,11:38,Transfer,28.00,EUR,1.0000000000,(Transfer),(Transfer),Boost,,,Reconciled
Expense,2020-06-02 07:00:03,07:00,Phone,-9.80,EUR,1.0000000000,Personal,Internet & Phone,ActivoBank,,,Reconciled
Expense,2020-06-01 18:27:15,18:27,Electricity,24.67,EUR,1.0000000000,Housing,Electricity,Splitwise,,,Reconciled
Income,2020-06-01 13:26:47,13:26,Interest,0.27,EUR,1.0000000000,Investments,Interest,Grupeer,,,Reconciled
Income,2020-06-01 13:24:13,13:24,Interest,4.15,EUR,1.0000000000,Investments,Interest,Housers,,,Reconciled
Expense,2020-06-01 13:23:02,13:23,Pizza,-10.25,EUR,1.0000000000,Food,Eating out,Splitwise,,,Reconciled
Expense,2020-06-01 11:14:11,11:14,Groceries,11.24,EUR,1.0000000000,Food,Groceries,Splitwise,,,Reconciled
Transfer,2020-06-01 11:06:28,11:06,Transfer,-110.00,EUR,1.0000000000,(Transfer),(Transfer),ActivoBank,,,Reconciled
Transfer,2020-06-01 11:06:28,11:06,Transfer,110.00,EUR,1.0000000000,(Transfer),(Transfer),Boost,,,Reconciled
Expense,2020-05-31 18:54:09,18:54,Fuel,-17.34,EUR,1.0000000000,Transportation,Fuel,ActivoBank,,,Reconciled
Expense,2020-05-30 18:51:21,18:51,Groceries,-22.48,EUR,1.0000000000,Food,Groceries,ticket,,,Reconciled
Expense,2020-05-30 10:19:30,10:19,Groceries,-1.28,EUR,1.0000000000,Food,Groceries,ticket,,,Reconciled
Expense,2020-05-29 13:26:03,13:26,Adjustment,-0.81,EUR,1.0000000000,Others,Others,ActivoBank,Account Adjustment,,Reconciled
Expense,2020-05-28 17:39:12,17:39,Eating out,7.75,EUR,1.0000000000,Food,Eating out,Splitwise,,,Reconciled
Income,2020-05-28 17:38:34,17:38,Capital Gains/Dividends,-88.66,EUR,1.0000000000,Investments,Capital Gains,Degiro,,,Reconciled
Income,2020-05-28 17:35:51,17:35,Interest,0.13,EUR,1.0000000000,Investments,Interest,Mintos,,,Reconciled
Expense,2020-05-28 17:32:53,17:32,Adjustment,-4.61,EUR,1.0000000000,Others,Others,ActivoBank,Account Adjustment,,Reconciled
Expense,2020-05-28 17:29:59,17:29,Charity,-13.88,EUR,1.0000000000,Personal,Charity,ActivoBank,,,Reconciled
Expense,2020-05-28 17:29:16,17:29,Eating out,-15.50,EUR,1.0000000000,Food,Eating out,ActivoBank,,,Reconciled
Expense,2020-05-28 17:28:37,17:28,Meo,-94.97,EUR,1.0000000000,Personal,Internet & Phone,ActivoBank,,,Reconciled
Expense,2020-05-27 20:19:06,20:19,Groceries,5.96,EUR,1.0000000000,Food,Groceries,Splitwise,,,Reconciled
Expense,2020-05-27 20:18:42,20:18,Groceries,-11.92,EUR,1.0000000000,Food,Groceries,ticket,,,Reconciled
Expense,2020-05-27 13:00:36,13:00,Appointment,-55.00,EUR,1.0000000000,Health,Appointments,ActivoBank,,,Reconciled
Income,2020-05-26 09:49:40,09:49,Adjustment,41.07,EUR,1.0000000000,Others,Others,ActivoBank,Account Adjustment,,Reconciled
Expense,2020-05-26 09:48:43,09:48,Personal gifts,-4.61,EUR,1.0000000000,Personal,Personal Gifts,ActivoBank,,,Reconciled
Income,2020-05-25 16:57:32,16:57,Interest,1.21,EUR,1.0000000000,Investments,Interest,Mintos,,,Reconciled
Expense,2020-05-25 15:34:19,15:34,Polaroid,39.48,EUR,1.0000000000,Others,Gifts,Splitwise,,,Reconciled
Expense,2020-05-25 15:31:58,15:31,Gifts,-39.48,EUR,1.0000000000,Others,Gifts,Boost,,,Reconciled
Transfer,2020-05-25 15:31:30,15:31,Transfer,-39.48,EUR,1.0000000000,(Transfer),(Transfer),ActivoBank,,,Reconciled
Transfer,2020-05-25 15:31:30,15:31,Transfer,39.48,EUR,1.0000000000,(Transfer),(Transfer),Boost,,,Reconciled
New Account,2020-05-25 13:36:50,13:36,PPR,70.80,EUR,1.0000000000,(New Account),(New Account),PPR,,,Reconciled
Expense,2020-05-25 11:56:22,11:56,Internet,-36.41,EUR,1.0000000000,Personal,Internet & Phone,ActivoBank,,,Reconciled
Transfer,2020-05-25 11:25:39,11:25,Transfer,-100.00,EUR,1.0000000000,(Transfer),(Transfer),ActivoBank,,,Reconciled
Transfer,2020-05-25 11:25:39,11:25,Transfer,100.00,EUR,1.0000000000,(Transfer),(Transfer),Savings,,,Reconciled
Income,2020-05-25 11:22:53,11:22,Ticket,150.00,EUR,1.0000000000,Employer,Salary,ticket,,,Reconciled
Income,2020-05-25 11:22:17,11:22,Salary,1817.14,EUR,1.0000000000,Employer,Salary,ActivoBank,,,Reconciled
Transfer,2020-05-25 10:00:55,10:00,Degiro,-250.00,EUR,1.0000000000,(Transfer),(Transfer),ActivoBank,,,Reconciled
Transfer,2020-05-25 10:00:55,10:00,Degiro,250.00,EUR,1.0000000000,(Transfer),(Transfer),Degiro,,,Reconciled
Expense,2020-05-25 10:00:14,10:00,Mortgage,-250.00,EUR,1.0000000000,Housing,Mortgage,ActivoBank,,,Reconciled
Transfer,2020-05-25 09:02:04,09:02,Cetelem,-86.89,EUR,1.0000000000,(Transfer),(Transfer),ActivoBank,,,Reconciled
Transfer,2020-05-25 09:02:04,09:02,Cetelem,86.89,EUR,1.0000000000,(Transfer),(Transfer),Black Plus,,,Reconciled
Transfer,2020-05-25 07:00:42,07:00,Savings,-75.00,EUR,1.0000000000,(Transfer),(Transfer),ActivoBank,,,Reconciled
Transfer,2020-05-25 07:00:42,07:00,Savings,75.00,EUR,1.0000000000,(Transfer),(Transfer),Savings,,,Reconciled
Transfer,2020-05-25 07:00:22,07:00,Annual expenses,-82.00,EUR,1.0000000000,(Transfer),(Transfer),ActivoBank,,,Reconciled
Transfer,2020-05-25 07:00:22,07:00,Annual expenses,82.00,EUR,1.0000000000,(Transfer),(Transfer),Irregular Expenses,,,Reconciled
Expense,2020-05-23 09:51:23,09:51,Eating out,28.15,EUR,1.0000000000,Food,Eating out,Splitwise,,,Reconciled
Expense,2020-05-22 19:10:29,19:10,Groceries,2.66,EUR,1.0000000000,Food,Groceries,Splitwise,,,Reconciled
Expense,2020-05-22 19:10:10,19:10,Groceries,-5.31,EUR,1.0000000000,Food,Groceries,ActivoBank,,,Reconciled
Transfer,2020-05-22 19:02:57,19:02,Transfer,-10.00,EUR,1.0000000000,(Transfer),(Transfer),Savings,,,Reconciled
Transfer,2020-05-22 19:02:57,19:02,Transfer,10.00,EUR,1.0000000000,(Transfer),(Transfer),ActivoBank,,,Reconciled
Expense,2020-05-21 18:26:44,18:26,Electricity,-49.33,EUR,1.0000000000,Housing,Electricity,ActivoBank,,,Reconciled
Expense,2020-05-21 18:16:42,18:16,Electricity,-49.33,EUR,1.0000000000,Housing,Electricity,ActivoBank,,,Reconciled
Expense,2020-05-21 14:12:57,14:12,Eating out,-7.00,EUR,1.0000000000,Food,Eating out,Splitwise,,,Reconciled
Transfer,2020-05-21 13:57:27,13:57,Transfer,-90.00,EUR,1.0000000000,(Transfer),(Transfer),Savings,,,Reconciled
Transfer,2020-05-21 13:57:27,13:57,Transfer,90.00,EUR,1.0000000000,(Transfer),(Transfer),ActivoBank,,,Reconciled
Expense,2020-05-21 13:56:44,13:56,Water,-13.06,EUR,1.0000000000,Housing,Water,ActivoBank,,,Reconciled
Expense,2020-05-20 11:21:06,11:21,Groceries,67.30,EUR,1.0000000000,Food,Groceries,Splitwise,,,Reconciled
Expense,2020-05-19 21:14:37,21:14,Groceries,-89.78,EUR,1.0000000000,Food,Groceries,ActivoBank,,,Reconciled
Expense,2020-05-19 21:14:30,21:14,Groceries,-44.00,EUR,1.0000000000,Food,Groceries,ticket,,,Reconciled
Expense,2020-05-19 21:01:14,21:01,Groceries,-10.30,EUR,1.0000000000,Food,Groceries,ticket,,,Reconciled
Expense,2020-05-18 11:45:00,11:45,Capa telemóvel,-13.90,EUR,1.0000000000,Personal,Personal Gifts,Boost,,,Reconciled
Transfer,2020-05-18 11:44:02,11:44,Transfer,-13.90,EUR,1.0000000000,(Transfer),(Transfer),ActivoBank,,,Reconciled
Transfer,2020-05-18 11:44:02,11:44,Transfer,13.90,EUR,1.0000000000,(Transfer),(Transfer),Boost,,,Reconciled
Transfer,2020-05-16 07:00:54,07:00,Netflix,-14.00,EUR,1.0000000000,(Transfer),(Transfer),ActivoBank,,,Reconciled
Transfer,2020-05-16 07:00:54,07:00,Netflix,14.00,EUR,1.0000000000,(Transfer),(Transfer),Boost,,,Reconciled
Expense,2020-05-16 07:00:28,07:00,Netflix,-13.99,EUR,1.0000000000,Entertainment,Netflix,Boost,,,Reconciled
Income,2020-05-15 10:44:53,10:44,Gifts,100.00,EUR,1.0000000000,Others,Gifts,ActivoBank,,,Reconciled
Expense,2020-05-15 10:44:45,10:44,Appointment,-55.00,EUR,1.0000000000,Health,Appointments,ActivoBank,,,Reconciled
Expense,2020-05-15 10:00:58,10:00,Internet,-15.00,EUR,1.0000000000,Personal,Internet & Phone,ActivoBank,,,Reconciled
Expense,2020-05-12 19:07:34,19:07,Fuel,-18.01,EUR,1.0000000000,Transportation,Fuel,ActivoBank,,,Reconciled
Expense,2020-05-11 14:25:05,14:25,Appointment,-55.00,EUR,1.0000000000,Health,Appointments,ActivoBank,,,Reconciled
Expense,2020-05-09 16:10:55,16:10,Eating out,-10.00,EUR,1.0000000000,Food,Eating out,Splitwise,,,Reconciled
Expense,2020-05-08 19:50:57,19:50,Groceries,31.49,EUR,1.0000000000,Food,Groceries,Splitwise,,,Reconciled
Expense,2020-05-08 07:00:53,07:00,Meo,-29.99,EUR,1.0000000000,Personal,Internet & Phone,ActivoBank,,,Reconciled
Expense,2020-05-04 19:54:36,19:54,Groceries,-62.98,EUR,1.0000000000,Food,Groceries,ticket,,,Reconciled
Expense,2020-05-02 12:29:33,12:29,Groceries,-0.89,EUR,1.0000000000,Food,Groceries,ticket,,,Reconciled
Expense,2020-05-02 10:28:08,10:28,Eating out,-7.75,EUR,1.0000000000,Food,Eating out,Splitwise,,,Reconciled
Expense,2020-05-02 07:00:03,07:00,Phone,-9.80,EUR,1.0000000000,Personal,Internet & Phone,ActivoBank,,,Reconciled
Expense,2020-04-29 11:49:16,11:49,Sell,30.00,EUR,1.0000000000,Personal,Personal Gifts,ActivoBank,Kindle,,Reconciled
Expense,2020-04-29 11:38:17,11:38,Eating out,-6.75,EUR,1.0000000000,Food,Eating out,Splitwise,,,Reconciled
Expense,2020-04-28 12:56:49,12:56,Puzzles,-30.05,EUR,1.0000000000,Personal,Personal Gifts,Splitwise,,,Reconciled
Expense,2020-04-28 12:55:57,12:55,Álbum Porto,-8.19,EUR,1.0000000000,Others,Others,Splitwise,,,Reconciled
Expense,2020-04-28 12:54:16,12:54,Televisão,-339.50,EUR,1.0000000000,Personal,Personal Gifts,Splitwise,,,Reconciled
Expense,2020-04-28 12:53:13,12:53,Recargas escova,6.99,EUR,1.0000000000,Personal,Toiletries,Splitwise,,,Reconciled
Expense,2020-04-28 12:49:32,12:49,Escova Mariana,40.65,EUR,1.0000000000,Others,Gifts,Splitwise,,,Reconciled
Expense,2020-04-28 12:47:54,12:47,Escova oral b Mariana,-40.65,EUR,1.0000000000,Others,Gifts,Boost,,,Reconciled
Expense,2020-04-28 12:47:19,12:47,Toiletries,-13.99,EUR,1.0000000000,Personal,Toiletries,Boost,Recargas escova,,Reconciled
Transfer,2020-04-28 12:46:36,12:46,Boost,-54.64,EUR,1.0000000000,(Transfer),(Transfer),ActivoBank,,,Reconciled
Transfer,2020-04-28 12:46:36,12:46,Boost,54.64,EUR,1.0000000000,(Transfer),(Transfer),Boost,,,Reconciled
Expense,2020-04-28 09:06:45,09:06,Eating out,-11.00,EUR,1.0000000000,Food,Eating out,Splitwise,,,Reconciled
Income,2020-04-27 18:36:17,18:36,Cashback,15.00,EUR,1.0000000000,Others,Cashback,Black Plus,,,Reconciled
Expense,2020-04-26 19:07:40,19:07,Internet,-15.00,EUR,1.0000000000,Personal,Internet & Phone,ActivoBank,,,Reconciled
Expense,2020-04-26 17:46:09,17:46,Groceries,-7.45,EUR,1.0000000000,Food,Groceries,ticket,,,Reconciled
Expense,2020-04-26 11:41:24,11:41,Furniture,-49.99,EUR,1.0000000000,Housing,Furniture,ActivoBank,Móvel TV ikea,,Reconciled
Expense,2020-04-25 15:27:25,15:27,Personal gifts,-8.48,EUR,1.0000000000,Personal,Personal Gifts,Boost,O-rings,,Reconciled
Transfer,2020-04-25 15:27:09,15:27,Transfer,-8.00,EUR,1.0000000000,(Transfer),(Transfer),ActivoBank,,,Reconciled
Transfer,2020-04-25 15:27:09,15:27,Transfer,8.00,EUR,1.0000000000,(Transfer),(Transfer),Boost,,,Reconciled
Transfer,2020-04-25 07:00:42,07:00,Savings,-75.00,EUR,1.0000000000,(Transfer),(Transfer),ActivoBank,,,Reconciled
Transfer,2020-04-25 07:00:42,07:00,Savings,75.00,EUR,1.0000000000,(Transfer),(Transfer),Savings,,,Reconciled
Expense,2020-04-24 21:47:08,21:47,Groceries,24.56,EUR,1.0000000000,Food,Groceries,Splitwise,,,Reconciled
Expense,2020-04-24 20:50:47,20:50,Groceries,-49.11,EUR,1.0000000000,Food,Groceries,ticket,,,Reconciled
Expense,2020-04-24 13:11:43,13:11,Electricity,-55.07,EUR,1.0000000000,Housing,Electricity,ActivoBank,,,Reconciled
Transfer,2020-04-24 10:00:55,10:00,Degiro,-250.00,EUR,1.0000000000,(Transfer),(Transfer),ActivoBank,,,Reconciled
Transfer,2020-04-24 10:00:55,10:00,Degiro,250.00,EUR,1.0000000000,(Transfer),(Transfer),Degiro,,,Reconciled
Expense,2020-04-24 10:00:14,10:00,Mortgage,-250.00,EUR,1.0000000000,Housing,Mortgage,ActivoBank,,,Reconciled
Income,2020-04-24 09:56:24,09:56,Ticket,120.00,EUR,1.0000000000,Employer,Salary,ticket,,,Reconciled
Income,2020-04-24 09:54:08,09:54,Salary,925.34,EUR,1.0000000000,Employer,Salary,ActivoBank,,,Reconciled
Transfer,2020-04-24 07:00:22,07:00,Annual expenses,-82.00,EUR,1.0000000000,(Transfer),(Transfer),ActivoBank,,,Reconciled
Transfer,2020-04-24 07:00:22,07:00,Annual expenses,82.00,EUR,1.0000000000,(Transfer),(Transfer),Irregular Expenses,,,Reconciled
Expense,2020-04-23 11:33:33,11:33,Water,-10.52,EUR,1.0000000000,Housing,Water,ActivoBank,,,Reconciled
Expense,2020-04-21 09:55:14,09:55,Groceries,38.61,EUR,1.0000000000,Food,Groceries,Splitwise,,,Reconciled
Expense,2020-04-18 20:51:32,20:51,Tobacc,-2.20,EUR,1.0000000000,Entertainment,T,Splitwise,,,Reconciled
Expense,2020-04-18 17:23:42,17:23,Groceries,-77.22,EUR,1.0000000000,Food,Groceries,ticket,,,Reconciled
Expense,2020-04-18 16:35:55,16:35,Eating out,-14.10,EUR,1.0000000000,Food,Eating out,Splitwise,,,Reconciled
Expense,2020-04-18 16:31:53,16:31,Water,6.52,EUR,1.0000000000,Housing,Water,Splitwise,,,Reconciled
Expense,2020-04-18 16:31:29,16:31,Pizza,-15.50,EUR,1.0000000000,Food,Eating out,Cash,,,Reconciled
Expense,2020-04-17 20:30:01,20:30,Appointment,-55.00,EUR,1.0000000000,Health,Appointments,ActivoBank,,,Reconciled
Expense,2020-04-17 12:36:29,12:36,Água,-13.03,EUR,1.0000000000,Housing,Water,ActivoBank,,,Reconciled
Transfer,2020-04-16 07:00:54,07:00,Netflix,-14.00,EUR,1.0000000000,(Transfer),(Transfer),ActivoBank,,,Reconciled
Transfer,2020-04-16 07:00:54,07:00,Netflix,14.00,EUR,1.0000000000,(Transfer),(Transfer),Boost,,,Reconciled
Expense,2020-04-16 07:00:28,07:00,Netflix,-13.99,EUR,1.0000000000,Entertainment,Netflix,Boost,,,Reconciled
Expense,2020-04-14 15:40:48,15:40,Personal gifts,-46.99,EUR,1.0000000000,Personal,Personal Gifts,ActivoBank,Teclado mecânico,,Reconciled
Income,2020-04-13 12:02:21,12:02,Adjustment,0.01,EUR,1.0000000000,Others,Others,Splitwise,Account Adjustment,,Reconciled
Expense,2020-04-13 12:01:52,12:01,Eating out,-10.00,EUR,1.0000000000,Food,Eating out,Splitwise,Pizza,,Reconciled
Expense,2020-04-13 11:24:49,11:24,Eating out,-11.00,EUR,1.0000000000,Food,Eating out,Splitwise,,,Reconciled
Expense,2020-04-10 21:16:43,21:16,Groceries,19.24,EUR,1.0000000000,Food,Groceries,Splitwise,,,Reconciled
Expense,2020-04-10 20:52:09,20:52,Groceries,-38.49,EUR,1.0000000000,Food,Groceries,ticket,,,Reconciled
Expense,2020-04-08 07:00:53,07:00,Meo,-29.99,EUR,1.0000000000,Personal,Internet & Phone,ActivoBank,,,Reconciled
Expense,2020-04-05 20:44:40,20:44,Eating out,-7.10,EUR,1.0000000000,Food,Eating out,Splitwise,,,Reconciled
Expense,2020-04-05 19:02:06,19:02,Groceries,27.20,EUR,1.0000000000,Food,Groceries,Splitwise,,,Reconciled
Expense,2020-04-05 19:00:25,19:00,Groceries,-54.69,EUR,1.0000000000,Food,Groceries,ticket,,,Reconciled
Expense,2020-04-05 18:35:35,18:35,Groceries,10.20,EUR,1.0000000000,Food,Groceries,Splitwise,,,Reconciled
Expense,2020-04-05 18:09:43,18:09,Groceries,-20.39,EUR,1.0000000000,Food,Groceries,ticket,,,Reconciled
Expense,2020-04-04 17:53:08,17:53,Eating out,-18.94,EUR,1.0000000000,Food,Eating out,Splitwise,,,Reconciled
Expense,2020-04-02 07:00:03,07:00,Phone,-9.80,EUR,1.0000000000,Personal,Internet & Phone,ActivoBank,,,Reconciled
Expense,2020-03-31 17:07:23,17:07,Eating out,-7.20,EUR,1.0000000000,Food,Eating out,Splitwise,,,Reconciled
Expense,2020-03-30 19:16:08,19:16,Coffee,-8.00,EUR,1.0000000000,Food,Coffee,Cash,,,Reconciled
Transfer,2020-03-30 11:36:01,11:36,Cetelem,-780.84,EUR,1.0000000000,(Transfer),(Transfer),ActivoBank,,,Reconciled
Transfer,2020-03-30 11:36:01,11:36,Cetelem,780.84,EUR,1.0000000000,(Transfer),(Transfer),Black Plus,,,Reconciled
Income,2020-03-29 15:52:41,15:52,Interest,1.21,EUR,1.0000000000,Investments,Interest,Mintos,,,Reconciled
